year,tas
3180,287.23984257946273
3181,287.36094719873716
3182,287.3679060426477
3183,287.413127157133
3184,287.38108261317427
3185,287.29669507170377
3186,287.2298286333476
3187,287.3221990715968
3188,287.36761984629175
3189,287.3887882598459
3190,287.5679563757491
3191,287.3456646644906
3192,287.1635444536601
3193,287.40022047905074
3194,287.5322850893622
3195,287.3557189941406
3196,287.2498214930704
3197,287.1154885488013
3198,287.3459714288581
3199,287.36831706843964
3200,287.44066471465646
3201,287.46257483077375
3202,287.16387646818816
3203,287.26216882157
3204,287.27573258909456
3205,287.38831109869966
3206,287.4231031443975
3207,287.4459829670109
3208,287.26643593148003
3209,287.1918477097603
3210,287.2203361615742
3211,287.1711218428938
3212,287.3596729017284
3213,287.1965200763859
3214,287.195544768033
3215,287.2584250254174
3216,287.2571258962971
3217,287.3014548105736
3218,287.30137914370187
3219,287.42650689948096
3220,287.2751064352793
3221,287.40412263217036
3222,287.3917607555651
3223,287.35080992816245
3224,287.4996431533604
3225,287.208882036601
3226,287.0603848392016
3227,287.33035654564424
3228,287.41416534005776
3229,287.23650061202375
3230,287.42489381555004
3231,287.5281212375588
3232,287.15264708636556
3233,287.2819285771618
3234,287.4937068573416
3235,287.40778775149823
3236,287.2586465913955
3237,287.1810217452376
3238,287.2292517257063
3239,287.35923704382486
3240,287.2570310827804
3241,287.20774912376925
3242,287.2896009471318
3243,287.3347980656036
3244,287.3110824793985
3245,287.3762315723994
3246,287.26098122792695
3247,287.34715149761877
3248,287.4609199419413
3249,287.313865933353
3250,287.3119006849315
3251,287.30161174617405
3252,287.2595032574379
3253,287.3266048901702
3254,287.3709904082834
3255,287.2910873622111
3256,287.30333218509196
3257,287.34656489124035
3258,287.2922242883134
3259,287.2363512849155
3260,287.3769353161119
3261,287.3260236348191
3262,287.1954240354773
3263,287.22052737719395
3264,287.291494541952
3265,287.0419624224101
3266,287.1098465592894
3267,287.14281373742506
3268,287.14150833756963
3269,287.11116951720356
3270,287.2429283664651
3271,287.2956642464415
3272,287.21905124612044
3273,287.3014696931186
3274,287.29832772032853
3275,287.26318518233626
3276,287.1427244421553
3277,287.20282208168345
3278,287.2337084626498
3279,287.38139874183963
3280,287.2039493090486
3281,287.11886613401646
3282,287.1773469271726
3283,287.07142885809077
3284,286.91696869314535
