year,rlut
3030,237.15732640844138
3031,237.37018474771588
3032,236.88712721761036
3033,237.3563345353248
3034,237.1298263583083
3035,236.9310491137937
3036,237.00126144303414
3037,236.74989597671134
3038,237.04947397865064
3039,236.95282565331087
3040,236.88517108875274
3041,237.33807107591483
3042,236.81266744242134
3043,236.70575750471127
3044,237.13539568038257
3045,236.73881824803004
3046,237.05498081531488
3047,236.76776391930656
3048,236.86115459006078
3049,237.01332138230757
3050,236.89892842408665
3051,237.08100831414833
3052,236.85234883942564
3053,236.69822853678815
3054,236.93612224708858
3055,236.82828310732933
3056,237.29630559779798
3057,236.7310371915575
3058,236.8144131723253
3059,236.66885281097134
3060,236.9543408862093
3061,237.1243147616098
3062,236.91081522044257
3063,236.6512929518161
3064,236.81398163518847
3065,236.70888759701018
3066,236.85634520568146
3067,236.7876526709973
3068,236.90004436046513
3069,236.7782774562588
3070,236.78894520879504
3071,236.85761744484336
3072,236.9495785855685
3073,237.2906326838471
3074,236.62011290951023
3075,236.58748606241676
3076,236.92831428876613
3077,236.72925977065756
3078,236.7225527580699
3079,236.95128485761305
3080,236.81518001990034
3081,236.4721403670237
3082,236.6596978826625
3083,236.93838548212437
3084,236.9480204593476
3085,237.02909692445283
3086,236.7447484163965
3087,237.05593840725794
3088,236.94035262794506
3089,237.02186252830072
3090,236.73439992415783
3091,236.76850382920676
3092,237.0905738982412
3093,236.9122366709591
3094,237.07082982405188
3095,236.6621901960118
3096,236.44883213854703
3097,236.61051011932264
3098,236.86070955298237
3099,236.89582224799202
3100,236.299743720781
3101,236.63113020787512
3102,236.51931955497673
3103,236.7233070708304
3104,236.6766580505739
3105,237.0664411760609
3106,236.76941081597073
3107,236.8400405847015
3108,236.81493506729421
3109,236.33459209411544
3110,236.6772186286491
3111,237.05430973014995
3112,237.13429626444693
3113,236.4863478598475
3114,236.9480948644841
3115,236.86102503309672
3116,236.9976512050169
3117,236.94986240282302
3118,236.82508343909157
3119,236.65769361479863
3120,237.24000886297026
3121,236.5571284234957
3122,236.6676274335602
3123,236.59269271838775
3124,236.86418983853855
3125,236.69638196235337
3126,236.95767465325312
3127,236.22304214045752
3128,236.76632694026898
3129,236.40519063230298
3130,236.9307965056209
3131,236.7025516691832
3132,236.91281529861973
3133,236.83708855143243
3134,236.4180459804025
3135,237.0034824724322
3136,236.36456960361596
3137,236.6543653056591
3138,236.80299450765773
3139,236.84305244062813
3140,236.59401841064198
3141,236.46818585452962
3142,236.58576192935155
3143,236.47467518513477
3144,236.61413974492564
3145,236.53374955477463
3146,236.49581828730268
3147,236.89691749614437
3148,236.3485754448946
3149,236.5221205915127
3150,236.74747228450437
3151,236.36398718084206
3152,236.45715971724687
3153,236.87806625077135
3154,236.48379387657837
3155,236.76061001344775
3156,236.85318647918524
3157,236.9061349365689
3158,236.67011748219826
3159,236.47274330331103
3160,236.4540178125434
3161,236.9166181125809
3162,237.0117615383396
3163,236.49852826189627
3164,236.73163611361505
3165,236.60225100623475
3166,236.81585799749726
3167,236.72938929534797
3168,236.51684760657255
3169,236.5173395608715
3170,236.75242679623707
3171,236.46411088014844
3172,236.3565815002072
3173,236.6324589768428
3174,236.1949832768151
3175,236.76343835673592
3176,236.4456320388751
3177,236.6232247798977
3178,236.48105102959195
3179,236.54965114847545
