year,rsdt
200,340.40312202697265
201,340.40312194720156
202,340.4031217669211
203,340.4031220478734
204,340.40312196637313
205,340.40312139699415
206,340.40312160580044
207,340.40312171606047
208,340.40312123640894
209,340.40312155830196
210,340.40312163567484
211,340.4031215949421
212,340.4031213023685
213,340.403121252306
214,340.4031209681028
215,340.403121025545
216,340.40312112261506
217,340.40312064130353
218,340.40312065502775
219,340.40312094317756
220,340.4031206679926
221,340.40312050247496
222,340.4031207674406
223,340.4031208791606
224,340.4031204689587
225,340.4031201638951
226,340.4031206711552
227,340.40312078465024
228,340.4031204837414
229,340.4031202906041
230,340.403120238336
231,340.4031198445295
232,340.403120466924
233,340.40312005747694
234,340.4031199826226
235,340.4031197955584
236,340.40311928722736
237,340.4031196300789
238,340.4031199321028
239,340.40311936112744
240,340.40311939547985
241,340.40311894883973
242,340.40311919698905
243,340.40311946637354
244,340.40311954037503
245,340.4031194928881
246,340.40311880699227
247,340.4031190857313
248,340.40311853989675
249,340.4031189771314
250,340.4031191281794
251,340.4031185744426
252,340.403119024571
253,340.4031188515977
254,340.40311809094806
255,340.4031183136604
256,340.403118659765
257,340.4031187338302
258,340.4031183430818
259,340.4031184410951
260,340.40311829044606
261,340.40311835491417
262,340.40311790955076
263,340.40311783045325
264,340.4031182896578
265,340.4031180020648
266,340.40311815715484
267,340.4031179175232
268,340.40311744935144
269,340.40311777698
270,340.40311791218426
271,340.4031170045607
272,340.40311717584706
273,340.4031176715606
274,340.4031175568275
275,340.40311704629676
276,340.4031176870015
277,340.4031173813753
278,340.40311680765785
279,340.4031171597476
280,340.4031173534285
281,340.4031169926605
282,340.4031169805778
283,340.4031170652588
284,340.4031169616052
285,340.40311656140335
286,340.4031165810438
287,340.4031170415856
288,340.40311613721457
289,340.4031164123946
290,340.40311664675363
291,340.40311646205146
292,340.4031165784648
293,340.4031163338539
294,340.4031158018301
295,340.4031161083329
296,340.40311576206886
297,340.4031161992377
298,340.4031155608485
299,340.4031157714911
300,340.4031162179633
301,340.4031159697771
302,340.4031158306721
303,340.4031156568844
304,340.4031156027158
305,340.40311570401684
306,340.40311574301074
307,340.403115455713
308,340.40311504721353
309,340.4031156101827
310,340.40311538142106
311,340.40311477947813
312,340.40311498920124
313,340.4031153214541
314,340.40311521174016
315,340.4031146741478
316,340.4031144403174
317,340.40311505177567
318,340.4031150438519
319,340.4031147728838
320,340.40311505299803
321,340.4031148221491
322,340.4031146766677
323,340.40311451566686
324,340.40311473745146
325,340.4031138986535
326,340.4031138074347
327,340.40311429596875
328,340.4031142035269
329,340.40311408353375
330,340.40311429695845
331,340.4031144331193
332,340.40311390679136
333,340.40311404596105
334,340.40311376140096
335,340.4031136348817
336,340.4031139751294
337,340.4031138986153
338,340.40311375752026
339,340.40311324326444
340,340.4031134457914
341,340.4031136551688
342,340.40311388626066
343,340.4031134195605
344,340.4031131290805
345,340.40311318742124
346,340.40311316145124
347,340.40311343209595
348,340.4031131270253
349,340.4031128028945
350,340.40311300373054
