year,rsut
500,103.67616261957626
501,103.87433850312232
502,103.43772166125122
503,103.63436364247016
504,103.57312276358326
505,103.85365410150862
506,103.74356676955576
507,103.69014500556963
508,103.81622997003669
509,103.61819546444342
510,103.74681634109243
511,103.89246392841676
512,103.58003362310703
513,103.53263556175807
514,103.60654411362347
515,103.41688253634955
516,103.64850760693815
517,103.92014426927838
518,103.92401835775809
519,103.35041820402171
520,103.36665241284312
521,103.36634596341644
522,103.92074095545104
523,103.71398650131664
524,103.28170891089742
525,103.77085853112685
526,103.93527833057301
527,103.39220130526287
528,103.24620499131412
529,103.28131401774044
530,103.28715100750252
531,103.66127463540428
532,103.5290203792861
533,103.25656259361524
534,103.37365544160978
535,103.8249297858087
536,103.43633292816956
537,103.6354680414923
538,103.77337865061828
539,103.83516645494052
540,103.72631435944638
541,103.66132741534447
542,103.52562254747136
543,103.6943532521246
544,103.55554522506941
545,103.51837091534895
546,103.55670461617305
547,103.58182199412857
548,103.3614575320511
549,103.56734444159456
550,103.68240844886249
551,103.25635597598702
552,103.64444677352348
553,103.44167842973616
554,103.45775243189246
555,103.12285060677831
556,103.35323586182942
557,103.40800680322516
558,103.05731965900914
559,103.34689216344414
560,103.2337385223361
561,103.27088826871082
562,103.21128789968307
563,103.33204143446778
564,103.37820130122267
565,103.29026146594951
566,103.3585036269143
567,103.0576161454608
568,103.22070295770565
569,103.30051267292441
570,103.28927018090214
571,104.02041644442271
572,103.26360280190667
573,103.48935061992674
574,103.55297149542908
575,103.47358253256189
576,103.20212167368237
577,103.65119137476123
578,103.61207220804779
579,103.36186000171571
580,103.3086290805947
581,103.61494215370763
582,103.70732850563196
583,103.16648386148043
584,103.47764483571245
585,103.20908626896333
586,103.89225692921956
587,103.61386512281625
588,103.41608425668737
589,103.43260831969934
590,103.43564342653991
591,103.37172351676351
592,103.8436632888157
593,103.728876430475
594,103.80269586768122
595,103.75820335158379
596,103.59047565694226
597,103.30271306415068
598,103.85353915724092
599,103.84279381012998
600,103.9135953939923
601,103.83865810503147
602,103.5915192346555
603,103.23955675603605
604,103.36658165423074
605,103.65527740947323
606,103.65896378337696
607,103.9884017998915
608,103.19896191983442
609,103.36557760676553
610,103.60464369611519
611,103.41476533643248
612,103.84770755806555
613,103.87961657204204
614,103.59100398664923
615,103.5862294824321
616,103.32676052443755
617,103.85635499478623
618,103.32083084670981
619,103.1152233642447
620,103.58322362777528
621,103.67380508980925
622,103.4721778320246
623,103.31867415620873
624,103.45412233804493
625,103.42772657606274
626,103.21625385992076
627,103.49655620710837
628,103.78570050588122
629,103.45822271850633
630,103.4073875217919
631,103.69955689304712
632,103.56606618440283
633,103.50358707507893
634,103.37013463086663
635,103.54747935518455
636,103.25454351312855
637,103.27184974175057
638,103.64603945944566
639,103.67711224511334
640,103.71689609954998
641,103.54574633785916
642,103.58122211183372
643,103.5768814968727
644,103.96537799216478
645,103.56010771769212
646,103.3936880024074
647,103.7690878607009
648,103.42848665106882
649,103.55691897626068
650,103.70241680003686
651,103.77973704356725
652,103.49245407842503
653,103.48976370875066
654,103.65939026109795
655,103.90923375769984
656,103.73633507388948
657,103.62536876984018
658,103.80779919421299
659,103.83212083644429
660,103.39929580788399
661,103.39611341633477
662,103.52057240231782
663,103.68226368500613
664,104.05445847941178
665,103.60403529559308
666,104.00291109954692
667,103.66365288189039
668,103.11638184079658
669,103.32657623912979
670,103.6276260869406
671,103.55881367385379
672,103.38927414964165
673,103.52173678835935
674,103.64196863358907
675,103.87408186056213
676,103.4073423024825
677,103.19301046311222
678,103.04587503766953
679,103.40163806024545
680,103.03890282787738
681,103.32026425840269
682,103.73683276646689
683,103.66127733908854
684,103.25127337914924
685,103.51251956252689
686,103.58457390674992
687,103.80320057095392
688,103.7178870574426
689,103.4930764722093
690,103.43557851470003
691,103.43248696958592
692,103.58066075848637
693,103.59833819356741
694,103.24966949080444
695,103.49618453717733
696,103.09130708221656
697,103.22413724246894
698,103.54030801174913
699,103.65715191954959
700,103.95713445832867
701,103.18377525868523
702,103.29887793015425
703,103.409718959526
704,103.68634563931887
705,103.90025939537674
706,103.96189125743545
707,103.45540872620857
708,103.31438654451425
709,103.72601198252265
710,103.54742596680812
711,103.37236235402248
712,103.5024669666036
713,103.47138295682811
714,103.36390068715166
715,103.45268073608658
716,103.96763185384486
717,103.6396641723623
718,103.42767336454207
719,103.42772430854698
720,103.52802720352443
721,103.73968523100893
722,103.53342432733216
723,103.61310063755376
724,103.65321770934234
725,103.51743245708124
726,103.79878963353323
727,103.6389162063737
728,103.72159948140704
729,103.78523996069194
730,103.59935592460054
731,103.55586480439251
732,103.65529931597555
733,103.6988126000002
734,103.72027690523609
735,103.52332265607
736,104.00945430614388
737,103.57617827801994
738,103.65724295462186
739,103.6599784406452
740,103.75710639428074
741,103.01450501657553
742,103.60836763088383
743,103.89308923680903
744,103.43715439571508
745,103.67685875795476
746,103.7745853760616
747,103.58845741903978
748,103.58623555885487
749,103.83408550681412
750,103.81006898718982
751,103.51053684511069
752,103.65913757248124
753,103.61473322205003
754,103.78287687788287
755,103.62071495313549
756,103.64127766671892
757,103.50752313251938
758,103.71859610238113
759,103.5478414614545
760,103.51302775610816
761,103.09778920350725
762,103.60941928717077
763,103.70036265908696
764,103.18647790966868
765,103.7582977928771
766,103.20997175509775
767,103.64897660224078
768,103.6047417010222
769,103.33100444116573
770,103.63523751798081
771,103.64789776691026
772,103.49148401859378
773,103.4644885902681
774,103.8217668563596
775,103.76882692512015
776,103.71381389722133
777,103.8464101494763
778,103.86426688058984
779,103.73779059075426
780,103.62415413996233
781,103.72210261496667
782,103.87567716710326
783,103.76656777969563
784,103.68279139631235
785,103.48034759411935
786,103.5280675421505
787,103.19280782152231
788,103.48278323683279
789,103.5415368201567
790,103.96725392788919
791,103.6259237754343
792,103.00740224485746
793,103.64935363151814
794,103.6877944555173
795,103.24363854514974
796,103.75981534454209
797,103.44352022364306
798,103.58066072827829
799,103.77040053443184
800,103.36241834506515
801,103.49346268665111
802,103.42325518291521
803,103.76280431784895
804,103.66099460601586
805,103.74937177941112
806,103.62603781517956
807,103.46226432950813
808,103.39702411209242
809,103.82932722714347
810,103.6755839469581
811,103.49441066086615
812,103.50747406901425
813,103.67541060580068
814,103.50407957715183
815,103.65266714196235
816,103.96306125142407
817,103.85810687010324
818,103.32453142846975
819,103.69623991982328
820,103.7519438372252
821,103.65437651549948
822,103.7137563132223
823,103.76497782599722
824,104.00528743217077
825,103.75395888897889
826,103.86175917904481
827,103.53025906246394
828,103.61509077792066
829,103.42129600339715
830,103.61600666819703
831,103.60836120830358
832,103.48912626924306
833,104.1463462901389
834,103.36353641970314
835,103.68799240519478
836,103.68075342173583
837,103.45710548450683
838,103.37882115806232
839,103.20364271642666
840,103.9357836895042
841,103.48987795294615
842,103.49628835347983
843,103.8739529675644
844,103.63378063781097
845,103.47446450167382
846,103.45010683600331
847,103.3925501197804
848,103.5216450730271
849,103.39062909628181
850,103.55474694370753
851,103.7873741477539
852,103.37437111700942
853,103.51310809028863
854,103.48856577573238
855,103.4285485965485
856,103.82703577833051
857,103.62793925398827
858,103.5866260044577
859,103.77806381405603
860,103.53820716697632
861,103.98926191247726
862,103.55816536223716
863,103.7766836010559
864,103.94637511377778
865,103.9851033405871
866,103.58861740677601
867,103.6568459680158
868,103.65277158657494
869,103.39957685750036
870,103.09962745170897
871,103.5654034074693
872,103.80544594635528
873,103.48606432968522
874,103.54729942434912
875,103.38250076695647
876,103.34015205397039
877,103.28428269385297
878,103.38382451560082
879,103.2292246226688
880,103.74545462269789
881,103.43574405677512
882,103.2430611957481
883,103.29508669022172
884,103.28111109056759
885,103.6563603761038
886,103.78266051515186
887,103.62483258211697
888,103.39676244117436
889,103.61532539893562
890,103.44378174787451
891,103.44928767413496
892,103.30444345201983
893,103.23341429340525
894,103.41551673217415
895,103.72030878397182
896,103.55469161684121
897,104.03653108953155
898,103.89452155950146
899,103.47864277171647
900,103.45507230170142
901,103.26277646551881
902,103.67163222764418
903,103.43930337904261
904,103.3827356362739
905,103.43716732625745
906,103.64477057127868
907,103.23648025549954
908,103.57457546513375
909,103.47457815639633
910,103.33710337985148
911,103.33663329577153
912,103.59620977072852
913,103.49605741174196
914,103.41736643999597
915,103.16029703202102
916,103.23860929665972
917,103.96913927411993
918,103.51751180466381
919,103.47728401929842
920,103.7413243105494
921,103.38917477689914
922,103.662910507116
923,103.8073891350868
924,103.59686049274003
925,103.6139841440162
926,103.38139778597832
927,103.44685314960957
928,103.61421504160697
929,103.22368536649962
930,103.32941856462338
931,103.52841975299215
932,103.63024762985081
933,103.27854736279994
934,103.66045054589004
935,103.3918385193228
936,103.49875802488062
937,103.56870710225952
938,103.46762493970729
939,103.73368198976982
940,103.63624564831217
941,103.67696922251895
942,103.62689005188297
943,103.41631668759183
944,103.85429839852966
945,103.34703129408936
946,103.32706706305017
947,103.43863905202247
948,103.34394446914997
949,103.7827492026181
950,103.76795048260679
951,103.3636861331305
952,103.16468780100394
953,103.80205266001796
954,103.11704842157195
955,103.4464448197879
956,103.28814102266274
957,103.24346933440351
958,103.27250758961664
959,103.22152388802324
960,103.34680339381723
961,103.00513023364785
962,103.26159118324578
963,103.59716348930253
964,103.44487977212297
965,103.19884964365946
966,103.28768188231815
967,103.12270323879848
968,103.21805925273308
969,103.66203388113685
970,103.16944912245914
971,103.33722193935262
972,103.3748422341969
973,103.33025172754537
974,103.20233620030923
975,103.59570576078174
976,103.35768185727503
977,103.43016811678488
978,103.5724296449096
979,103.64046092349736
980,103.58123032503279
981,103.654331698937
982,103.18264911530234
983,103.35008467266415
984,103.4606224301608
985,103.73977800996327
986,103.70693352419468
987,103.55474149870179
988,103.66660977386694
989,103.78296478339718
990,103.5648245573808
991,103.45180323997488
992,103.55834758892162
993,103.80778038567439
994,103.37014137271558
995,103.41656398923462
996,103.6220660611775
997,103.40607358575915
998,103.60702154073581
999,103.50130559845064
