year,rsut
2015,101.61838458335565
2016,101.18527543577429
2017,101.74529818182121
2018,101.5866808329543
2019,101.41197160694696
2020,101.20795390507946
2021,101.00055025701653
2022,101.26610299724422
2023,100.9974921866639
2024,100.55013348305062
2025,101.16661997755912
2026,101.46117137752167
2027,100.93998946098432
2028,99.8773817924604
2029,99.50814094020895
2030,100.05996957021216
2031,101.08766546380029
2032,101.415567037504
2033,99.88979044875055
2034,99.85128301333074
2035,100.86638179413258
2036,100.78570548279643
2037,100.38643861535476
2038,100.10314201459492
2039,100.37248974107716
2040,100.3301665632692
2041,101.26291359679338
2042,100.45577206546314
2043,100.10632060847871
2044,100.06672649644824
2045,99.56703269644959
2046,100.10721761625108
2047,100.31924072683674
2048,99.81036213914007
2049,101.238617946677
2050,100.71601152811964
2051,99.84554915754762
2052,99.19958970579384
2053,100.675450489619
2054,100.94234744555328
2055,99.79537136130136
2056,99.53867427878184
2057,99.19196060389689
2058,99.8764108318172
2059,99.72716083265331
2060,99.89906768798829
2061,100.100611626612
2062,99.69932518527932
2063,99.6826692764073
2064,99.84502663808325
2065,99.9614179637334
2066,98.53042608809797
2067,99.71554433744248
2068,99.47612363214364
2069,99.32889349950503
2070,99.80775305343
2071,99.684611072279
2072,98.32550749060223
2073,99.11498814412994
2074,99.76613433001792
2075,98.91148292855041
2076,98.55418686540159
2077,99.47504966422302
2078,99.44219333178376
2079,98.45777374685626
2080,99.31185304824619
2081,98.42091800219393
2082,98.61762419400148
2083,98.20692703038044
2084,97.89415138976214
2085,98.93674343579437
2086,98.73129324717064
2087,98.27294579074805
2088,98.480636889314
2089,98.26633812891293
2090,98.90563818526594
2091,98.52476603886852
2092,97.93445127304285
2093,98.23833492749358
2094,98.3955431376418
2095,97.76578013798962
2096,97.60592262581602
2097,97.90809572820797
2098,98.08012454934314
2099,97.66759750157186
2100,97.75500438115368
2101,97.62001443105201
2102,97.1708862931761
2103,97.60644462271912
2104,98.36422484933513
2105,96.90490446743901
2106,96.91347643708531
2107,98.04697823720436
2108,96.95481755504869
2109,96.65023517347362
2110,97.8359596565978
2111,98.81472153337035
2112,97.01461043684449
2113,96.94346275852152
2114,97.83774004374463
2115,97.10839866742695
2116,96.87656078599903
2117,97.27908028380513
2118,96.68445376043451
2119,97.01056581262041
2120,97.27878033363655
2121,96.87335926212675
2122,96.26407460251897
2123,97.08828139631716
2124,96.67255976428724
2125,95.89662042905206
2126,96.72650002257465
2127,96.31240976412002
2128,95.62517104475465
2129,95.8059287084292
2130,96.66650833756955
2131,95.97163861418423
2132,97.20413481829918
2133,96.06816007013188
2134,95.8807236344847
2135,96.57034989448442
2136,95.36045785146217
2137,95.50153444891106
2138,95.47631907005832
2139,96.4958556710857
2140,95.58777081215217
2141,95.05941350231431
2142,95.89806242642337
2143,95.76906828161788
2144,96.17468081957674
2145,95.62661417085832
2146,95.93543584118149
2147,95.41546434376338
2148,94.9108727024026
2149,95.961644232763
2150,95.42167203720301
2151,94.83662383197104
2152,94.81970327716984
2153,94.98995777286896
2154,95.09879608154296
2155,95.04281586947506
2156,94.72194475147823
2157,95.65631299998662
2158,94.5070816040039
2159,94.97129407908817
2160,95.31948902704946
2161,94.77854394782078
2162,95.11016872876311
2163,94.20054434162297
2164,94.87959678336364
2165,94.25587450837438
2166,94.33116060021806
2167,94.0608239160825
2168,94.49128980244674
2169,94.68548142942664
2170,94.2957888041457
2171,94.60272992277798
2172,93.96325652240073
2173,93.98193662460535
2174,94.19474148684986
2175,94.21615792888484
2176,94.05883623933138
2177,93.85324109221158
2178,94.17519545881714
2179,94.26918144748635
2180,94.48543189061832
2181,93.84266677229373
2182,94.20466300232769
2183,93.67021177108973
2184,94.12710464686565
2185,93.52744401905633
2186,93.69102120595436
2187,93.94024700008028
2188,93.89410966847042
2189,93.48097527908952
2190,93.6017066433005
2191,93.26582662504012
2192,93.29846404611247
2193,93.76040421577349
2194,93.56580802185894
2195,93.2830990935025
2196,93.77775561188999
2197,93.01404964499278
2198,93.34530631287456
2199,93.1082001986569
2200,93.3118623498368
2201,93.41495028979158
2202,93.72991707161681
2203,92.99454316439693
2204,92.72850214291925
2205,93.02473040018995
2206,92.76430147771966
2207,92.51030959037885
2208,92.81690076018033
2209,92.93051383658633
2210,93.47521680021939
2211,92.73889333646592
2212,93.742805710884
2213,92.23238826385915
2214,92.57364418343322
2215,92.75245572442878
2216,92.6248251091944
2217,92.56695521106457
2218,92.31162914119355
2219,92.21848863575556
2220,93.25799740307951
2221,92.39170047289706
2222,91.96581684269316
2223,92.16499098686322
2224,92.15568546660958
2225,92.26312841127998
2226,92.29528089549443
2227,92.00109039724688
2228,92.1649907778387
2229,92.22557109675995
2230,92.11701896353942
2231,92.34116093883775
2232,92.03564382056668
2233,92.18128649567905
2234,92.00283023363922
2235,92.28022164122699
2236,92.14244338780233
2237,92.09060409754923
2238,92.0892917789825
2239,92.26408099866893
2240,92.12943667059075
2241,91.80438568951332
2242,91.85988886584974
2243,92.5801612540467
2244,91.75286332221881
2245,91.67236374110391
2246,91.7641085690015
2247,91.73023855130965
2248,92.13142545517177
2249,91.53158606960349
2250,91.25917546520492
2251,91.27415340893889
2252,91.82020154979132
2253,91.5840195329222
2254,91.68579001230736
2255,91.26801274965887
2256,91.7217460109763
2257,91.4344333387401
2258,91.31634887277264
2259,91.83200198656891
2260,91.50896792477124
2261,91.68630722254922
2262,91.62982683573682
2263,91.33830497428161
2264,91.46370375123743
2265,91.05659760775632
2266,91.27926131993125
2267,91.35864606883428
2268,91.4431817250709
2269,91.38845775029432
2270,91.57585068794145
2271,91.2401230903521
2272,91.42019943864378
2273,91.06086436232474
2274,90.78789300787939
2275,91.17196534039222
2276,91.03520798356564
2277,91.35220886648517
2278,91.2062894429246
2279,91.25530606622566
2280,91.0171210929139
2281,91.0298733018849
2282,91.11606967873769
2283,90.89239980619249
2284,91.484890454436
2285,90.99154339097952
2286,91.06035532494114
2287,90.78187009210455
2288,90.93521348091022
2289,90.52915538631075
2290,91.21805917400204
2291,91.16851445028227
2292,90.7129257411173
2293,91.01470788407
2294,90.93934336623099
2295,91.35375865779511
2296,90.89622940690549
2297,90.87444723468938
2298,90.58561838228408
