year,rlut
1,241.2550949723753
2,241.41854110090702
3,241.27747706583102
4,241.34223310914757
5,241.52997984167644
6,241.4455794661012
7,241.5782099475599
8,241.24879681312873
9,241.2394648303724
10,241.54071943727254
11,241.20401740923316
12,241.61474086813735
13,241.35241289530714
14,241.42738743612213
15,241.29885684496733
16,241.09488232756317
17,241.54108681874732
18,241.34738096472333
19,241.56999030962382
20,241.92398464255135
21,241.0807579981138
22,241.58024220923858
23,241.82772902397264
24,241.60616183346266
25,241.39670966161435
26,241.91160917935306
27,241.37984539711312
28,241.64536810051902
29,241.5623136755538
30,241.4657698121789
31,241.4412812115395
32,241.75835445874353
33,241.182998448202
34,241.47705943486463
35,241.32695141099902
36,241.71489115675834
37,241.38912984769635
38,241.51105396845566
39,241.3278973723111
40,241.8453748729131
41,241.53557948282318
42,241.64105232970354
43,241.2421274263565
44,241.32481054018618
45,241.3678260280661
46,240.9543995896431
47,241.3107182750963
48,241.2409079773785
49,241.57519384932846
50,241.86345440590216
51,241.60980412731433
52,241.18020675868206
53,241.6233331131608
54,241.23570786567583
55,241.20329966087863
56,241.6046657196463
57,241.08152566152077
58,241.54700764695258
59,241.38892337328767
60,242.21750316881153
61,241.14273334659944
62,241.09867858886716
63,241.37018043831603
64,241.30881034119489
65,241.71899552018672
66,241.6808774347175
67,241.6519596465646
68,242.07447405253376
69,241.54662345990738
70,241.5988658330212
71,241.77608776353807
72,241.81080380792486
73,241.7610981980415
74,241.6360217786815
75,241.7121099602686
76,241.39449345836897
77,241.50885490521995
78,241.24985397547889
79,241.75504087683268
80,241.7202392160076
81,241.38354341689853
82,241.3736798430142
83,241.1929246876338
84,241.8615189643755
85,241.5559760106753
86,241.82327132551637
87,241.560406326921
88,241.28011420263002
89,241.39262181112213
90,241.52516843194826
91,241.46576379227312
92,241.12617032821865
93,241.6254857729559
94,241.81696589221693
95,241.8191639103302
96,241.75544295637573
97,242.01221509959598
98,241.9159132029912
99,242.03478401915666
100,241.16808985879976
101,241.37520379889497
102,241.3624291824968
103,241.54992901527717
104,241.2923476963827
105,241.4038742274454
106,241.71947991358093
107,241.46929714255134
108,241.6012543142658
109,241.55106192810896
110,241.2975389036414
111,241.20964556132276
112,241.48034676329726
113,241.53115163306666
114,241.77690036721424
115,241.44554698369274
116,241.9762018909193
117,241.63827142584816
118,241.59586817075126
119,241.52500171400098
120,241.31481494642287
121,241.66575835763592
122,241.40628336031142
123,241.31460788674548
124,241.36624613722708
125,241.29754914584223
126,241.03815198924445
127,241.0789384815791
128,241.0831167142685
129,241.0102266076493
130,241.45965032708153
131,241.09469316038368
132,241.52334916624304
133,241.4377599428778
134,241.26872533510812
135,240.95947407761665
136,241.60183393922568
137,241.19653278507596
138,241.5972760762254
139,240.9971127444751
140,241.15836541162776
141,241.09134914450453
142,240.83361527952428
143,241.30369785256585
144,241.50156923058913
145,241.32953290547408
146,241.5412267815577
147,241.34527863802975
148,241.17139533055973
149,241.53179108084063
150,241.54789683720838
151,241.94777756782426
152,241.57491822961256
153,241.03302591402237
