year,tas
463,287.0307670040996
464,287.7696827483444
465,288.0979358476165
466,288.50808846886054
467,288.74829331294984
468,289.01820971443055
469,289.1206263372634
470,289.17663765438465
471,289.36366525013636
472,289.36181067910906
473,289.42703694700856
474,289.4832289523224
475,289.4537833203123
476,289.5920190912249
477,289.6004147090597
478,289.5922895780193
479,289.6144443316287
480,289.5070466069178
481,289.6678929675245
482,289.7040768740828
483,289.6596437804219
484,289.74215782437943
485,289.77991212480833
486,289.7890323751078
487,289.74571700371183
488,289.829929225153
489,289.8530055134919
490,289.78344216158723
491,289.69447875011934
492,289.93754090395333
493,289.9768540872844
494,289.8827619892937
495,289.82396570654635
496,289.9066594142226
497,289.83282976279236
498,290.0178967035988
499,289.9111088329758
500,290.00127993898315
501,289.9778156480216
502,289.86970185900077
503,289.97576674537316
504,289.79399525555294
505,290.1007956717339
506,290.17165710012256
507,290.0277467541445
508,290.12446275675927
509,290.16647579181415
510,289.9797755935878
511,289.96150763759874
512,290.14474032906173
513,290.00430892508564
514,289.9938714035521
515,290.10287311948997
516,290.01933706586993
517,290.05975601149646
518,290.02072090121385
519,290.0877132263773
520,290.1448162493241
521,290.1908069519494
522,290.12671158436893
523,290.1059373991075
524,290.11187034452564
525,290.2231820883265
526,290.2252905081283
527,290.1557287573206
528,290.17968508784816
529,290.1640997518708
530,290.10412082327576
531,290.2698744294558
532,290.2169317016655
533,290.26169454669423
534,290.3469299206831
535,290.3903795650171
536,290.3301374840775
537,290.21118720341093
538,290.2412955219722
539,290.3527303480695
540,290.37770664889206
541,290.31248096886884
542,290.27226243127956
543,290.345961533618
544,290.25361000378354
545,290.3646453448795
546,290.32702135506565
547,290.42440321591465
548,290.5004361338235
549,290.3941647272692
550,290.40131990675934
551,290.4381420965701
552,290.4698031182143
553,290.34953598634854
554,290.2965110594432
555,290.3341666145617
556,290.4726552542366
557,290.4893951358138
558,290.4567910770685
559,290.33859708170104
560,290.3908067146864
561,290.48242568929834
562,290.4377242076358
563,290.53137594128515
564,290.5768182571712
565,290.4570506371498
566,290.50441838404885
567,290.52066586049295
568,290.6388907397224
569,290.52073515238857
570,290.4934133329166
571,290.53827674850845
572,290.65078716717056
573,290.40861045300807
574,290.49678764647535
575,290.5463172362114
576,290.455224594843
577,290.43494506985485
578,290.5159150307953
579,290.52580445882796
580,290.419721552908
581,290.40299945191396
582,290.4589583921058
583,290.52357094087574
584,290.41871941693245
585,290.4123024798892
586,290.52494428581315
587,290.5630580041741
588,290.5923876698643
589,290.5349940168021
590,290.50376541685887
591,290.5685691815697
592,290.65317809892065
593,290.7026020723821
594,290.61738959758117
595,290.5065698137978
596,290.6293731145359
597,290.66150882869454
598,290.59002037891986
599,290.6566163102915
600,290.63263639393045
601,290.55098378717736
602,290.75815317678484
603,290.6288759038222
604,290.6426490499145
605,290.6360957584485
606,290.7107095147719
607,290.63953551553516
608,290.58618677144506
609,290.80288252331013
610,290.71079784354424
611,290.68506300908
612,290.8654942026847
613,290.77471767644874
614,290.67672743674945
